ext_id,current_name,former_name,type,document,district,guide_area,year_1956,year_1946,year_1940,year_1936,uuid
470,Madrid,Madrid,str.,,Circumvalaţiunii I,B3,Madrid,Madrid,Madrid,Madrid,d2a900f0-e359-4c8f-95da-a2f93e883df4
2158,Magnoliei,Str Nouă,str.,HCL 57/2004,Calea Buziaşului,,,,,,4bda1e08-d397-404f-9936-d218abe811e0
2158,Magnoliei,Prelung. Str. Magnoliei,str.,HCL53/2006,Calea Buziaşului,,,,,,c2a73637-d7ab-4831-9242-c80f17ee911a
1083,Maior Titus Mureşan,Ciocanului,str.,HCJ 23/1993,Steaua,B11,,,,,832c3f17-b550-4392-9b80-8d26e747474b
474,Mangalia,Mangalia,str.,,Iosefin,"B6, B7",Crosnev Gheorghe,Sturdza Dimitrie,Sturdza Dimitrie,Sturdza Dimitrie,775ae935-faf3-4d35-8242-36293be54a1c
476,Manole,Manole,str.,,Ronaţ,Z4,I.Raţiu,Manole,Manole,Manole,c963a095-8b63-491d-a743-6fee750aa6d7
477,Maramureş,Maramureş,str.,,Andreescu,"Z7, A7",Zorilor,,,,1ff83c75-efcc-4569-bd02-1aabc3b84fbe
2293,Marcel Iancu,Str. Nouă Paralelă Cu Tristan Tzara,str.,HCL 143/2012,"Aradului, Sere",,,,,,1e4cf553-6b0a-4042-93f7-2297606400f2
439,Mareşal Alexandru Averescu,"Lidia Nr.2-100, Nr.1A-63",str.,HCJ 23/1993,"Miloia, Martirilor","C8,D8,E8",,,,,6bf6538e-c642-4ad0-9a9a-fb021ffa55f8
1085,Mareşal Constantin Prezan,"Lidia Nr.102-144 Nr.,65-139",str.,HCJ 23/1993,"Lidia, Urseni","E8, F8",de la C.Mart la Venus,,,,72983f00-b0d7-49eb-af2d-62c061370273
2308,Mareşal Ferdinand Foch,P-Ţa Făra Nume În Spate Mag.Bega,piaţă,HCJ 23/1993,Cetate,D4,,,,,075a5dcf-2ea3-44e7-ac68-61ac594ffda5
2254,Margaretelor,Str. Nouă Paralelă Cu Str. Magnoliei Şi Se Intersectează Cu Str. Petuniei,str.,HCL 354/2008,Buziaşului,,,,,,543358e0-5b87-4766-9ee2-b13b08e2f6c9
479,Marginii,Marginii,str.,,Aradului Est,"C II, C III",Marginei,Krolik,Kralik,,5107d780-6a4c-409f-be5c-e725a9437ff6
2276,Maria Dogaru,Str. Nouă,str.,HCL 477/2009,Torontal După Aeroportul Utilitar,,,,,,9d8e2b7f-c0ce-44d3-abcd-13affb10a3a4
574,Maria Tănase,Oboiului,str.,HCJ 23/1993,Bucovina,"C1, B1",,,,,b7110440-bd7e-411b-a14a-ca9a9c17f367
2134,Mariana Drăghicescu,Str. Nouă,str.,HCJ 5/2000,Câmpului,"H4, H5",,,,,18f3a961-8b2c-49bb-9ab3-ab86948c3281
2096,Marius Moga,Str. Nouă,str.,HCL 68/2003,Torontal,,,,,,580b9723-862a-4061-bc39-e745bf91255b
2249,Marius Munteanu,Str.Nouă Perp. Pe Calea Ghirodei,str.,HCL 354/2008,Ghiroda,,,,,,01d16b18-5ab8-4cb8-b0b1-58da170c3ad7
2267,Martin Gemeinhardt,Str. Nouă,str.,HCL 477/2009,Torontal,,,,,,5b56909f-20c3-467c-bdb3-2ed3adcc048d
658,Martin Luther,Popa Şapcă-Prima Parte,str.,HCJ 23/1993,Cetate,D4,Popa Şapcă,Winston Churchil,,Lenau,22100a43-01f3-4049-ad91-422c7903cdc4
1091,Martir Alexandru Chorosi,Între Holdelor Şi V.Rădulescu,str.,HCJ 23/1993,Lipovei,E1,,,,,8273505d-550b-45d6-a216-8c44d808a002
1090,Martir Alexandru Ferkel-Şuteu,Cheia,str.,HCJ 23/1993,C. Martirilor,"E8, E9",,,,,cb5e2a5a-2797-4d2b-9919-5b253673a76c
1092,Martir Alexandru Grama,Str. Nouă,str.,HCJ 23/1993,I.I. De La Brad,E1,,,,,d653de7c-ace8-46ba-bee1-401f0d7cbb34
678,Martir Andrei Istvan,Rachetei,alee,HCJ 23/1993,Spital,F8,,,,,18833f55-a967-41d7-a458-d3b49eb96b72
678,Martir Andrei Istvan,Plutaşilor,alee,HCL 53/2013,Soarelui-Bv.Sudului,,,,,,3aa661f4-b730-4f49-870a-b4e6a121f887
627,Martir Angela Sava,Peşterii,intr.,HCJ 23/1993,Spital,E8,,,,,12aafd80-8b01-4706-b2fb-8437bf62f441
1094,Martir Anton Florian,În Cont Str I.Nistor Spre Cernăianu,intr.,HCJ 23/1993,Bucovina,B2,,,,,b529d102-c07a-464c-9347-b52932898f5e
14,Martir Cernăianu,Almajului,str.,HCJ 23/1993,Mehala Bucovina,B2,Preotul Negru,Cernăianu Martir,,Cernăianu Martir,54b8821b-14ab-4d4c-a997-4f8cddf6b90e
1096,Martir Claudiu Vârcuş,Poeziei,str.,HCJ 23/1993,Spital,E7,,,,,60fcd4ea-e7ef-4db7-9e62-34a745a8a350
939,Martir Colonel Ioan Uţă,Murgu Eftimie,str.,HCJ 23/1993,Blaşcovici,"B3,B4",,,,,8399328b-3223-4637-baff-693a57cc4cb8
1098,Martir Conciatu(1918),Strugurilor,str.,HCJ 23/1993,I.I.De La Brad,F I,Marinescu,Conciatu Martir,,Conciatul Martir,dbebdc6a-ee19-46c8-8d89-6c4fc9a92258
857,Martir Constantin Gîrjoabă,Ursului,str.,HCJ 23/1993,C.Martirilor,E7,,,,,fd904745-6572-4382-a191-a70e7cd6e200
1100,Martir Constantin Radu,Humuleşti,str.,HCJ 23/1993,Ciarda Roşie,"H9, H10",Burca Constantin,,,,26c46aa7-a0b3-4907-8f9e-832671bd3efd
2304,Martir Constantin Vîlceanu,Str. Nouă,str.,HCL 304/2012,Zona Calea Sever Bocu,,,,,,668816b9-adba-4f41-aa84-b1d48875f9c2
979,Martir Constantin Zăbulică,(Const.Cel Mare-Hold),str.,HCJ 23/1993,Lipovei,E11,,,,,97a1907c-b279-4c9f-9483-9d4d46e879d0
589,Martir Cornel Lucuţa,Opregului,str.,HCJ 23/1993,Mehala I,A 1,,Leocuţa Martir,,Leocuţa Martir,466107d5-5d06-451b-a13c-3411c3470b13
812,Martir Cornel Popescu (1918),Timiriazev K.A.,str.,HCJ 23/1993,Plopi,"I4,I5,J5",Timiriazev,,,,243fa36b-6af9-4dd7-9c71-63b77ed545bf
233,Martir Cristina Lungu,Culturii,str.,HCJ 23/1993,Stadion,E6,,,,,a14441fa-ac1a-4af8-9799-00e209f8597a
808,Martir Dan Carpin,Textiliştilor,str.,HCJ 23/1993,Aradului Est,"C I, DI",,,,,f446209a-d161-409e-8a43-ff4caaa33710
1106,Martir Dumitru Jugănaru,Albac,str.,HCJ 23/1993,Calea Martirilor,"D8, E8",,,,,38f20a74-0d44-43bc-8645-21694c0eccb7
111,Martir Dumitru Osman,Boltei,intr.,HCJ 23/1993,Aradului Est,D1,,,,,b1a2c896-1853-4364-82c5-8a8857b8cf13
1130,Martir Elena Nicoară,Cântului,str.,HCJ 23/1993,Spital,E8,,,,,1411dfc7-7a2a-47e8-9305-e467d6c0deb3
1129,Martir Eugen Nagy,Farului,alee,HCJ 23/1993,Soarelui,F8,,,,,77cbeed9-8bae-42d0-b10a-f3c9978dd5d6
1108,Martir Gabriela Tako,( Godeanu I.P.R.O.T.I.M ),str.,HCJ 23/1993,I.I. De La Brad,"E1, F1",,,,,26803473-a89c-4746-a50a-d7eea0c1ab94
492,Martir Gheorghe Cruceru,Mătăsii,alee,HCJ 23/1993,C.Şagului,C8,,,,,c018f935-ed66-49fa-a8b5-4febff824763
4,Martir Gheorghe Iosub,Afirmării,alee,HCJ 23/1993,Aradului Est,D1,,,,,aea4faeb-6664-4ef9-ab40-ba476b11031f
1109,Martir Gheorghe Nuţu Ioţcovici,Str. Nouă,str.,HCJ 23/1993,I.I. De La Brad,E1,,,,,4f1218ad-af4f-4830-b44f-aed9d2acde5c
863,Martir Gogu Opre,Vaslui,str.,HCJ 23/1993,Andreescu,Z8,Simo-Donca,,,,adbbc9f8-4414-4e85-a49f-647ed9cc98d1
1113,Martir Herman Sporer,Între Str.Arh V.Vlad Şi Str. Izlaz,str.,HCJ 23/1993,Steaua,B10,poz.243 I.I.Brad,,,,c1be3061-74ee-4088-9091-51379da52606
1114,Martir Ianoş Paris,Vălenii De Munte,intr.,HCJ 23/1993,Piaţa Crucii,D8,Vălenii de Munte,Vălenii de Munte,Vălenii de Munte,Vălenii de Munte,9c29c7b5-27d8-46c6-a778-9d2d09ff4667
7,Martir Ioan Buteanu,Aida,str.,HCJ 23/1993,Kogălniceanu,F2,,,,,faf3fa92-0449-44af-babc-644cd75b29fb
53,Martir Ioan Ciordaş (1918 ),Avântului,str.,HCJ 23/1993,C.Martirilor-Fratelia,"D9, D10",,,,,dcc93ddb-b244-4fcd-a2ca-e974976f63ad
1117,Martir Ioan Mariuţac,În Prel. Str. Volta,str.,HCJ 23/1993,Lipovei,E1,,,,,baa653e5-b9b7-45bf-96df-22cba0e4ae2e
1118,Martir Ioan Stanciu,Naturii,str.,HCJ 23/1993,C.Martirilor,E8,,,Naturii,,333fea1a-2b28-4127-a38e-4d3c647329db
1121,Martir Ioan Tănase(1949),Cerbului,str.,HCJ 23/1993,Plopi,"I4, I5",Vişinischi,,,,9b3bc359-deb2-4112-9f2f-722c1d4911f7
1119,Martir Ioan V. Avram,Merişor,alee,HCJ 23/1993,Circumvalaţiunii Ii- Iv,C2,,,,,2843fba8-055a-4a0f-8e08-012beabc37d7
735,Martir Ion Miron,Scărişoara,str.,HCJ 23/1993,Aradului Est,D I,Aronceanu,Teodoric,Teodoric,Teodoric,f4d537bb-bfa4-484b-a454-f3a96858a437
1122,Martir Ladislau Csimarik,Cazane,str.,HCJ 23/1993,Piaţa Crucii,D7,Tempea Iosif,Tempea Iosif,,Cazane,76f7c545-658b-4172-aa17-1af6d72b2218
1123,Martir Leontina Bînciu,Narciselor,str.,HCJ 23/1993,Cetate,D4,Ocsko Terezia,Homer,,Homer,fea8f36b-b7b8-4d23-b2ba-841aac76b1f3
1124,Martir Maria Andrei,Str. Înfundată Din Str. Stuparilor,str.,HCJ 23/1993,I.I. De La Brad,F1,Aleea Frăţiei,,,,08342e5d-f115-4fe8-8d86-29ec9b9c170d
1125,Martir Marius Ciopec,Balanţei,str.,HCJ 23/1993,Spital,"E7, E8",,,,,1746afcb-11ab-499c-87df-3936506d07d8
1126,Martir Marius Nemţoc,Metalurgiei,str.,HCJ 23/1993,Venus,"G8,G9",,,,,54d9c210-c6cc-49f1-af5b-cce282b99b3b
198,Martir Mihai Apro,Codrului,intr.,HCJ 23/1993,C.Martirilor,E8,0,,,,9befefaa-7e9a-41b7-99a4-c606213b1e88
389,Martir Miroslav Todorov,Iaşi,str.,HCJ 23/1993,Tipografilor,E3,Iaşi,Iaşi,,Iaşi,a11d8e41-e2cc-471f-8b28-31ebe6c9547f
1131,Martir Nicolae Lăcătuş,Mediaş,str.,HCJ 23/1993,Plopi,"I 4, I 5",Imber Vera,,,,19e59180-0cd5-41ca-a99f-5e89f8e3cebb
1132,Martir Octavian Tintaru,Cânepei,intr.,HCJ 23/1993,C. Şagului,C9,,,,,40df99ee-714b-4309-8159-91727082ed18
1133,Martir Ovidiu Munteanu,Str. Nouă,str.,HCJ 23/1993,Bucovina,B2,,,,,36b78656-30ac-4c0d-be67-08c7c1409f7a
1134,Martir Petre Mutaşcu,Prima La Dr Din P.Domăşneanu,intr.,HCJ 23/1993,Mircea Cel Bătrân,B3,,,,,11f4277d-a067-4319-a186-9eb354d40a79
1135,Martir Petru Domăşneanu,Din Macilor Până În Cetăţii,str.,HCJ 23/1993,Mircea Cel Bătrân,B3,,,,,9f94c7a2-8c40-4d0b-b5e8-64e8a8d0a101
1136,Martir Petru Haţeganu,Comarnic,str.,HCJ 23/1993,Fratelia,"B11, C11",Attila,,,,44789ebf-dbf9-48a0-a2c2-e39d25bf55f4
1183,Martir Radian Belici,Scuarul Din Faţa Clinicii De Oftalmo.,scuar,HCJ 23/1993,Piaţa 700-Clinica Oftalmologie),D4,,,,,899b7b81-9455-4efa-9db0-ea094086e920
317,Martir Remus Tăsală,Frasinului,str.,HCJ 23/1993,Circumv. I,"B3, C3",,,,,522028d0-6963-4fc3-a0ea-1a98071f99cd
584,Martir Sebastian Iordan,Olimpiadei,str.,HCJ 23/1993,Tipografilor,"D3, E3",Iacob Ion,Olimp,Olimp,Olimp,f3295205-0f1f-453a-a142-95d5819b911d
403,Martir Silviu Motohon,Irlanda,str.,HCJ 23/1993,C.Lipovei,"D1,DI,EI",,,Irlanda,,f2860814-2e5f-4128-99f9-75c2f77df342
464,Martir Slobodanca Ewinger,Lupului,intr.,HCJ 23/1993,C.Martirilor,E8,,,,,4d2c1193-d112-4070-9f63-0827185e5965
1141,Martir Sorinel Leia,Artiştilor,str.,HCJ 23/1993,Piaţa Crucii,D7,Artiştlor,Moldovan canonicul,,Moldovan canonicul,fc7ea4fc-26d1-4171-af54-dc9de0e11c8b
1142,Martir Spiru Blănaru,Arteră Din Str. P.Domăşneanu Până La Str. Mircea Cel Bătrân,str.,HCJ 23/1993,Mircea Cel Bătrân,B3,,,,,e66e577d-38b7-49fe-956a-273f4201d4a0
288,Martir Ştefan Mariş,Elevului,str.,HCJ 23/1993,C.Martirilor,E8,,,,,c6613e5b-4b96-48f2-a51a-1c3d469fc0ef
602,Martir Valentin Aparaschivei,Pandurilor,intr.,HCJ 23/1993,C.Martirilor,E8,,,,,06ed9255-aa73-4fda-9594-204c4b6e2cf1
1145,Martir Vasile Balmuş,Luminii,str.,HCJ 23/1993,Soarelui,"F8, F9",,,,,9860665c-4955-4333-9d77-0f659f27eb71
1146,Martirii De La Fântâna Albă,Din Str Bălţi Până La Str.Muntenia,str.,HCJ 23/1993,Bucovina,B1,,,,,0f212ba7-cc61-4cf9-8d50-ec4a92127d66
950,Martirilor 1989,Girocului,cale,DEC. 260/1990,"Spital, Lidia","E7,E8,E9",Girocului,Girocului,Girocului,Girocului,6bd31e80-184e-4a26-a7f0-b5404ad98ba5
482,Matei Basarab,Basarab Matei,str.,,Bucovina,"B1, C1, C2",Basarab Matei,Basarab Matei,,Basarab Matei,6b55df11-001c-48cc-bd8f-40877cb1bbfb
482,Matei Basarab,Prelungire,str.,HCJ 5/2000,Bucovina,"B1, C1, C2",,,,,db89b423-4829-491e-b6b9-418e5ad00ab1
483,Matei Corvin,Corvin Matei,str.,,Cetate,D3,Corvin Matei,,,,aef258f8-cc8d-4995-8317-f83e6b3339a5
519,Matei Millo,Millo Matei,str.,,Venus-Ciarda Roşie,"G9, G10,H8",Millo Matei,,,,b71a4b72-abc9-4bf8-b7fe-186a7fb5f29d
2110,Maximilian Fremont,Str. Nouă (Braytim),str.,HCJ 5/2000,Lidia,E9,,,,,1ed1f137-0fc4-4d85-add1-ed2df375b53e
707,Maximilian Robespierre,Robespierre Maximilian,str.,HCJ 23/1993,Cetate,D4,Robespier,Iacobici Cavaler,Iacobici Cavaler,Iacobici Cavaler,a9331dd1-0c1a-4f05-8c37-cb1cec8eae67
485,Măcin,Măcin,str.,,Platf.Ind.Umt,G I,,,,,6d88ae9e-8fbc-42e4-a319-4c07061c0766
486,Măgura,Măgura,str.,,C.Martirilor,E9,,,,,c2e9701c-81df-4592-ab77-fa909c905b75
487,Mărăşeşti,Mărăşeşti,str.,,Cetate,"D 3, 4",Mărăşeşti,Mărăşeşti,Mărăşeşti,Mărăşeşti,b5bf6c14-6737-46c9-820d-5021355e578f
488,Mărăşti,Mărăşti,piaţă,,Cetate-Oituz,D3,Mărăşti,Mărăşti,Mărăşti,Mărăşti,090a404a-2c88-4135-93be-38563aebae6b
489,Mărgăritarilor,Mărgăritarilor,str.,,Fratelia,"C10, C11",Tahălman Ernest,,,,917c45ac-7084-4810-83e0-80d860d9f1df
2188,Mărghitaş,Str. Nouă,str.,HCL53/2006,Plopi,,,,,,35689447-cefa-4e2f-8046-d955b19cef83
490,Mărginenilor,Mărginenilor,str.,,Ronaţ,Z5,Mărginenilor,Mărginenilor,Mărginenilor,Mărginenilor,d8742313-dd55-4394-b828-5b6f4a60a89c
494,Măslinului,Măslinului,str.,,Blaşcovici,"A3, A4",Bolocan Nicolae,Bolocan Nicolae,Bolocan Nicolae,Bolocan Nicolae,582e9825-6668-4792-9fd4-b59e394004d5
491,Mătăsarilor,Mătăsarilor,str.,,"Crişan, Modern","G2, G3",Mătăsarilor,Mătăsarilor,Mătăsarilor,Mătăsarilor,f55c8d10-bf8e-44ea-992e-706f4dcbca38
493,Mătrăgunei,Mătrăgunei,str.,,Ghiroda,I 2,,,,,b62f5aeb-9f1a-45ef-8908-e8ec55de943b
496,Medicinei,Medicinei,str.,,Medicină,"E3, E4",Medicinei,Românilor,Românilor(P. Gheorghe),Şvabilor,6d38a40e-4513-4d17-853e-f9d053c7b252
497,Mehadia,Mehadia,str.,,Campus Universitar,"E4,E5,F4,F5",Lungu Dascăl,Lungu Dascăl,Lungu Dascăl,Lungu Dascăl,353546a1-2844-4cbf-bead-76d27dbd40ce
499,Melodiei,Melodiei,str.,,Lunei,G4,Melodiae,Melodiei,Melodiei,Melodiei,83aa55de-8f99-4302-8df6-de6ddaa6e32a
499,Melodiei,Prelungire,str.,HCL 150/2001,Fosta Piaţa Istria,"I5, I6",,,,,4c4f516b-56d1-47dc-af0d-f7a5ef2fe80a
500,Memorandului,Memorandului,str.,,Piaţa Crucii,"D7,E6, E7",Memorandului,Memorandului,Memorandului(Cernăuţi),Memorandului,da45c22c-1278-4b96-9f9b-34855331be62
504,Meseriaşilor,Meseriaşilor,intr.,,Venus,"G8,G9",,,,,a826dac6-cb37-4aa5-b637-229c53660a2a
505,Mesteacănului,Mesteacănului,str.,,Ronaţ,"Z2,Z3,A2",Petrovaselo,Petrovaselo,Petrovaselo,Petrovaselo,b8dbd75e-3777-4fde-b661-2754c173c80f
507,Meziad,Meziad,str.,,C.Martirilor,"D8, D9",,,,,1f4a3d41-6c46-42aa-b85a-5eb1533e3745
508,Michelangelo,Michelangelo,str.,,Cetate,"D4,D5,E4,E5",Michelangelo,Grigore Episcopul,Grigore Episcopul,Grigore Episcopul,dacc1fc8-d09f-4091-84c3-610987908970
511,Micşunelelor,Micşunelelor,str.,,Crişan,H2,Ioanovici Dascăl,Ioanovici Dascăl,Ioanovici Dascăl,Ioanovici Dascăl,c07f1d3c-e9f4-4303-970f-3c48a212953d
514,Mierlei,Mierlei,intr.,,C.Şagului,B9,,,,,9d59c171-3d0d-49c2-b3cb-e2972d8ff9cf
2087,Mihai Bănărescu,Intr. Nouă,intr.,HCJ 5/2000,Urseni-Mureş,F10,,,,,34166094-9d34-45a6-abaa-e7a1008b7a8f
951,Mihai Eminescu,Lenin,bv.,DEC.C.J.260/90,Loga,D 4,Silva Carmen,,,,5cf1b7e6-b8ba-42cb-aa6b-492ea82b8564
517,Mihai Viteazu,Mihai Viteazu,bv.,,Centru-Bălcescu,"D5, D6",Mihai Viteazu,Mihai Viteazu,,Mihai Viteazu,b131dd40-ddbf-4e64-b78a-8e950f6d1c80
344,Mihail Ivanovici Glinka,Glinka Mihail I.,str.,,Modern,"G1, H1",Balint Popa,Balint Popa,,Balint Popa,0f823dba-7155-428c-bcc4-93578ba8a537
1147,Mihail Jora,Petofi,str.,HCJ 23/1993,Campus Universitar,"E5, E6",,,,,7c1ec43d-92ea-405d-b269-b82b6a6b4f52
414,Mihail Kogălniceanu,Kogălniceanu Mihail,str.,,Kogălniceanu,F2,Kogălniceanu Mihai,Kogălniceanu Mihai,,Kogălniceanu Mihai,42ca68bd-e40b-469f-b47d-520acd9c0c63
2104,Mihail Sadoveanu,Str. Nouă,str.,HCL 68/2003,Mureş-Muzicescu,,,,,,e69fb359-a471-4c12-82ad-9402b5f55d6f
2198,Milano,Str. Nouă,str.,HCL53/2006,C.Şagului -Dn59Km7,,,,,,3ea7ff18-ec5d-4824-8610-502b34c56330
516,Milcov,Milcov,str.,,Campus Universitar,F5,Milcov,Milcov,Milcov,Milcov,264186b9-6f4b-4f74-98b8-3ba0ec08f2b0
154,Miloş Cirneanski,Călăraşi,str.,HCJ 23/1993,Mehalai,A1,Câmpiei,Cătăceanu L.,,Cătăceanu L.,24647dc0-1dec-462d-8e18-ac48e8d2a0e8
523,Minerva,Minerva,str.,,Stadion,E6,Minerva,Minerva,,,13a4d227-2477-457d-b235-e41798ff1239
524,Miniş,Miniş,alee,,Capus Universitar,E5,,,,,ba0d4df3-8648-4d08-a0a7-6a92d83ced5f
521,Mioriţa,Mioriţa,str.,,Campus Universitar,F5,,,Sf. Pavel Mamkovschi,,86d11f85-ebcd-4d41-876c-0ca7c1603785
526,Mircea Cel Bătrân,Mircea Cel Bătrân,str.,,"Mehalaii, Ronaţ","Z3,A3, B3",Mircea cel Bătrân,Mircea cel Bătrân,Mircea cel Bătrân,Mircea cel Bătrân,34be37c1-84c6-43dc-938e-7755a60f228b
1149,Mircea Eliade,Piaţă In Faţa Hotelului Timişoara,piaţa,HCJ 23/1993,Cetate,D4,,,,,7c8acded-96d1-4292-9690-972f2cb26aa9
2014,Mircea Hoinic,Văliug,str.,HCJ 23/1993,Andreescu,Y9,,,,,f5ef06c7-6e4b-4264-a0b5-1d7e50bcd7ab
296,Mircea Popa,Enescu George,str.,HCJ 23/1993,Andreescu,Z8,Geoge Enescu,,,,3796b06a-0a7d-4786-a50f-dfb3e14487e0
527,Miresei,Miresei,str.,,Aradului Vest,C1,Miresei,Miresei,Miresei,Miresei,21cc5a98-dd1b-47b2-9265-f2e6f7e909e0
530,Miron Costin,Costin Miron,str.,,Iosefin,C5,Costin Miron,Costin Miron,,Costin Miron,bd136341-5915-488f-92e2-b739d80884de
896,Mitropolit Alexandru Sterca-Suluţiu,Vârful Cu Dor,piaţă,HCJ 23/1993,Fabric,F4,Cernăşevchi,Suluţiu Mitropolit,Suluţiu Mitropolit,Suluţiu Mitropolit,587bb48b-f9af-4147-909b-347922444f22
1030,Mitropolit Dr. Vasile Lăzărescu,Între C Arad Şi C.S.Bocu(Cimitir),str.,HCL 166/2005,"Aradului, Antene",D1,,,,,1bc94839-13f8-4ef2-afde-6bb9345ad691
1152,Mitropolit Varlaam,Iulius Fucsik,str.,HCJ 23/1993,Piaţa Crucii,"D6, E6",Varlaam Mitropolit,Varlaam,,Mitropolitului,6475b4dd-ac7f-41fa-9d57-a063234ca507
534,Mogoşoaia,Mogoşoaia,str.,,Ghiroda,"I 4, I 5",,,Makarenco,,7e74476a-dc6b-4dc7-9902-a7fd10d3e740
156,Moise Doboşan,Călimăneşti,str.,HCJ 23/1993,"Mehalaii, Ronaţ","Y3, Z3, A3",Seţio Aurel,Moise Doboşan,,Moise Doboşan,84d18c60-8ed4-4863-aaed-b5ec3628d0c7
566,Moise Nicoară,Nicoară Moise,str.,,Tigrului,"G3, G4",Nicoară Moise,Nicoară Moise,Nicoară Moise,Nicoară Moise,cc19336a-7a71-48d0-adca-58995c1aa030
533,Moldovei,Moldovei,str.,,Crişan,H2,Moldovei,Moldovei,Moldovei,Moldovei,c695a72c-bb99-43cd-8153-75a556744e5d
535,Molidului,Molidului,str.,,Viilor,"E1, F1",Atena,Atena,Atena Teofil,Atena,7b55eeed-c291-49d9-a87b-895868b40241
537,Morarilor,Morarilor,splai,,Timocului,"F3, G3",Morarilor,Morarilor,Morarilor,Morarilor,70088107-d22a-42ef-8b73-8d017f11e1c9
538,Moşniţei,Moşniţei,cale,,Platf.Ind.C.Buziaşului,"H6,I6,G6",Moşniţei,Moşniţei,,Moşniţei,75aa3e33-3fb0-4366-b378-23d152d2e02c
539,Moţilor,Moţilor,str.,,Elisabetin,"C5, C6",Moţilor,Moţilor,Moţilor,Moţilor,52fdb575-ee25-48e1-807a-ff997af5a6cc
541,Muncii,Muncii,str.,,Andreescu,"Z8, A8",Muncii,,,,67d354c8-11d8-4be2-898c-b0f8fd239f59
542,Muncitorilor,Muncitorilor,str.,,"Fratelia, C.Martirilor",D10,Muncitorilor,,,,2b2946ad-ee38-4f12-8028-369f8afbcc96
544,Muntele Mic,Muntele Mic,str.,,Kuncz,H5,Muntele Mic,Muntele Mic,Muntele Mic,Muntele Mic,98110986-3d0f-4697-a940-0be42ca40f64
545,Munteniei,Munteniei,str.,,Mehala I-Bucovina,"B1, B2",Munteniei,Munteniei,Munteniei,Munteniei,006f0add-06f4-4d35-b122-913f3eb5d14b
546,Munţilor,Munţilor,intr.,,C.Şagului,C8,,,,,a27ecbd1-5d23-4620-bf28-0416176d5fd7
547,Mureş,Mureş,str.,,Şag-Miloia-Martirilor,"B9,C9,D9,E9",Mureş,Mureş,Mureş,Mureş,c1315f7e-8f98-426b-853e-6407cd375d5a
553,Muzicii,Muzicii,alee,,Dâmboviţa,A8,,,,,755a487c-337d-4428-ab32-fb01e08418bb
2200,Napoli,Str. Nouă,str.,HCL53/2006,C.Şagului -Dn59Km7,,,,,,47a302a6-a7e8-4115-aad6-6a7fb3eeacfa
556,Neajlov,Neajlov,str.,,Ciarda Roşie,"H9, H10",Herbak Ianoş,,,,5e5cc0d1-01ed-468b-84f7-6ca7a7af37e5
556,Neajlov,Prelungirea Str. Neajlov,str.,HCL 53/2013,Ciarda Roşie,,,,,,05142789-84f7-4929-9e18-af8e116a935f
1154,Nedelcu Zugrav,Zugrav Nedelcu,str.,,Iosefin,C 5,,,,,2c0315b1-7a7d-4d4a-b10c-746b013e563d
1056,Neptun,Siderurgiei,intr.,HCJ 23/1993,Venus,G8,,,,,3445b9ab-d7fa-48e6-9054-e564d52f0c67
565,Nera,Nera,str.,,Blaşcovici,"B4, C4",Dunărea Veche,,Dunărea Veche,,fee488be-d541-43e0-bb53-3e95b9dee75d
2136,Nichita Stănescu,Str Nouă,str.,HCL 57/2004,Mureş-Muzicescu,,,,,,b0b5da6c-1a18-483c-a24f-3bf2e48a63d7
598,Nicola Paganini,Paganini Nicola,str.,,Freidorf,Z10,Paganini Nicolo,Chistnevschi,,,75fe3307-bc26-43d2-8446-7612f26c8c40
24,Nicolae Andreescu,Andreescu Nicolae,str.,,Andreescu,"A8, Z8, Z9",,,,,5cf48fe6-3c37-4a59-a58f-9b31635bf275
85,Nicolae Bălcescu,Bălcescu Nicolae,piaţă,,Elisabetin-P-Ţa Crucii,"D6, D7",Lahovari,Lahovari,,Lahovari,b5042caa-6ec2-40aa-a74c-a068bcc175e2
2017,Nicolae Boboc,Între Str. Arh. Duiliu Marcu Şi Str. Arh. Victor Vlad,alee,HCJ 5/2000,Steaua,B10,,,,,b9efa255-15d0-4e1a-a1ae-64caa8e66d84
194,Nicolae D. Cocea,Cocea Nicolae D.,str.,,"Venus, Ciarda","G9, H9",Cocea Nicolae D.,,,,18b3605c-c923-45a2-8c07-6cf8cd82e10d
310,Nicolae Filimon,Nicolae Filimon,str.,,"Freidorf, Andreescu","Z9, Z10",Filimon Nicolae,,,,d744b97e-d4bc-4863-8aab-94ce6ea7cb71
2195,Nicolae Ghimboaşe,Str. Nouă,str.,HCL 498/2006,Plopi Sud,,,,,,d91c2cdc-d7a3-4fb3-96a5-f9f70df4a6b5
2023,Nicolae Grivu,Str. Nouă,str.,HCJ 5/2000,Viilor,E1,,,,,76909ec5-1d09-4993-bc36-689adf1db9cb
3,Nicolae Ilieşu,Adolescenţei,str.,HCJ 23/1993,Calea Martirilor,E8,,,,,f6fb96a9-ffb3-4acf-9a2d-13c991c5d88f
398,Nicolae Iorga,Iorga Nicolae,str.,,Medicinei,E4,Iorga Nicolae,Iorga Nicolae,,Iorga Nicolae,17bec2eb-acc0-4d93-bd04-6e1ab19ea7bd
2024,Nicolae Ivan,Str. Nouă,str.,HCL 150/2001,Lidia-Mureş-Muzicescu,"G9, G10",,,,,f2015198-20af-4476-97d5-59904ce57adc
