ext_id,current_name,former_name,type,document,district,guide_area,year_1956,year_1946,year_1940,year_1936,uuid
117,Braşov,Braşov,str.,,Elisabetin,"C5, D5",Pavel Elena,Meţianu Mitropolit,,Meţianu Mitropolit,c08cef1b-3661-4c5b-b2b1-326161c75b3c
119,Brazilor,Brazilor,str.,,Lipovei,EI,Marconi,Marconi,,Marconi,8c103cbc-b9de-4fb1-88d6-8e738cd7053d
123,Brigadierilor,Brigadierilor,str.,,Lunei,G5,0,0,,0,5a472c59-3841-4fe8-bd90-65f740410d4c
126,Brumărele,Brumărele,str.,,Ghiroda,I3,Brumărele,,,,c25ecec5-5b07-46e9-b36e-4d1127ca3665
2185,Brutus Haneş,Str. Nouă,str.,HCL53/2006,Aradului Est,,,,,,dd9067d8-a7ea-45ed-a5cc-b46d38075ebd
127,Bruxelles,Bruxelles,str.,,Ronaţ,"Z3, Z4",Bruxelles,Bruxelles,,Bruxelles,639d36b5-471d-44b5-9978-41f1ab0308c6
128,Bucegi,Bucegi,str.,,Stadion,F6,Bucegi,Bucegi,,Bucegi,1a141b70-78d9-4f50-bf22-92d7ef373449
129,Bucovinei,Bucovinei,str.,,Bucovina,"B1, B2, C1",Bucovinei,Bucovinei,,Bucovinei,4d70eb0e-163f-4c59-aca3-cbdc50cfe5e8
130,Bucureşti,Bucureşti,str.,,Tipografilor,"E2, E3",Bucureşti,Bucureşti,,Bucureşti,af0284a5-1383-4704-960a-9c718c3f1f83
131,Budai Deleanu,Budai Deleanu,str.,,Iosefin Dâmboviţa,B7,I.Budai Deleanu,I.Budai Deleanu,,I.Budai Deleanu,7fabd89b-326d-4978-ac82-9d84332e4a98
131,Budai Deleanu,Budai Deleanu + Fost Tronson Str.Prahova Între Crizantemelor Şi Căpitan Damşescu,str.,HCL 143/2012,Iosefin Dâmboviţa,B7,I.Budai Deleanu,I.Budai Deleanu,,I.Budai Deleanu,b065932d-2626-434a-9b06-431f4ea745d7
133,Bujorilor,Bujorilor,str.,,Steaua-Fratelia,"B9, B10, B11",Bem General,,,,c3a009da-da57-4af1-bade-b8ef5ea5945f
914,Burebista,Zborului,str.,HCJ 23/1993,Circumv.Ii-Iv,C2,,,,,d66c92ca-0a9a-4907-9ff6-62dcc9e5661f
2160,Busuioc,Busuioc,str.,,Mehala Ii,A3,Busuioc,Busuioc,,Busuioc,ab72872c-f431-4032-9700-e3e8ba1076f0
137,Buziaşului,Buziaşului,cale,,"Venus, Ciarda","G8,H8, H9,I9",Buziaşului,Buziaşului,,Buziaşului,16c07a1b-de1f-4b3e-ab64-d007e42ef1bb
2300,Caisului,Str. Nouă,str.,HCL 304/2012,Zona Podul Modoş,,,,,,f2616bff-f47e-41ba-ae05-8cef7070f0fa
2299,Carpenului,Str. Nouă,str.,HCL 304/2012,Zona Podul Modoş,,,,,,0dce0232-ea31-4e1b-bad3-d9ab6f432b5e
714,C. A. Rosetti,Rosetti C.A.,str.,HCL 139/2004,Ronaţ,"Z4, Z5",Rosetti,Rosetti,Rosetti,Rosetti,c11e2555-93e3-40ca-a12e-2a7152baea44
377,Calistrat Hogaş,Hogaş Calistrat,str.,,Plopi,"I5,J4,J5",Hogaş Calistrat,,,,801c5e04-9853-401e-bd16-bd29f64172f0
138,Cameliei,Cameliei,str.,,Melaha Ii,A3,Cameliei,Independenţei,,Independenţei,1b19f571-4cf6-4780-a42f-095022a9580e
590,Camil Petrescu,Oradea,str.,HCJ 23/1993,Loga,"E4,E5,F4,F5",Oradea,Oradea,Oradea,,f498b10f-f0e1-4a42-8e96-10ede1758b49
186,Câmpului,Câmpului,str.,,"Câmpului, Kuncz, Lunei, Tigr.","G3,G4,G5,G6",Câmpului,Verde,,Verde,7ccf9a9a-7d0e-46dd-b87f-8dfc398df60e
139,Canalul Bega,Canalul Bega,str.,,Plopi,"H4,I4,J4",Canalul Bega,,,,87e73bc0-86e2-4b51-a7ab-200c32280a98
141,Caprei,Caprei,str.,,Ghiroda,I2,,,,,dd1f371b-2e14-4370-bca9-eba5ba1b999a
144,Caraş,Caraş,str.,,Campus Universitar,E5,Caraş,Caraş,,Caraş,24b43174-ecd4-42a5-91e8-40fa646ec9b2
145,Carei,Carei,str.,,Aradului Vest,"C1, CI",,,,,0598620b-9251-46a0-ba9a-5347be3f11b9
245,Carol Davilla,Davilla Carol,str.,,Viilor,"E1, E2, EI",Davila Carol,Davila Carol,,Davila Carol,a2014e2e-2681-4109-8968-11b181fc79bb
2287,Carol Robert De Anjou,Str. Nouă,str.,HCL 185/2009,Cetate,,,,,,70c47784-1742-41d8-8bf3-8f9687e8a33e
105,Carol Telbisz,Bocşa,str.,HCJ 23/1993,Cetate,D4,,,,,4f7a164d-73c9-4094-ae25-b8f5a1f243c0
146,Carpaţi,Carpaţi,str.,,Stadion,"E6,F5,F6",Carpaţi,Carpaţi,,Carpaţi,a780113f-b861-4e10-9658-191932dc1532
147,Carului,Carului,intr.,,Crişan,"G2, G3",,,,,81bfd3db-a478-498c-9943-0e9fc3ae7c49
149,Cascadei,Cascadei,alee,,Circumvalaţiunii I,"B3, C3",,,,,d947bdcc-1afe-436d-a7c0-9de470844b0d
543,Cassian Munteanu,Munteanu Cassian,str.,,Ronaţ,Z5,Munteanu Cassian,Munteanu Cassian,Munteanu Cassian,Munteanu Cassian,26ba3d52-c212-41c3-8860-c101d49b7000
150,Castanilor,Castanilor,intr.,,C.Şagului,B9,,,,,4584e1e2-6006-4bfc-86c7-fbcf0ec17ca5
153,Călan,Călan,str.,,Aradului Vest,C1,,,,,3deadbd7-b4a5-4afb-a7e7-68e7370241dc
155,Călătorilor,Călătorilor,str.,,C.Martirilor,"D9, E9",,,,,e4dfd76b-48da-49b6-a1fa-b11938b7fcc7
2306,Călin Ion,Călin Ion,str.,DEZAFECTATĂ,Gară,"B5, C5",Vespasian,Vespasian,Vespasian,Vespasian,54b61960-d897-4b33-bb5d-8fb57dd7d581
997,Călin Nemeş,Perpendiculară Pe Grofşoreanu,intr.,HCJ 23/1993,Odobescu,C6,,,,,6f933b53-4c1b-4364-972b-c2c8e3a095d8
240,Căpitan Damşescu,Damşescu Căpitan,str.,,Iosefin,"A6, A7, B7",Damşescu Cpt.,Damşescu Cpt.,,Filomelei,a5bd0e34-4379-4404-a2b3-afa9428ee3c3
158,Căprioarei,Căprioarei,str.,,Tigrului,"G4,G5",Dionisie,Dionisie,,Dionisie,a2b66b42-6c7c-48ff-9bbc-084da39d78fe
159,Cărăbuşului,Cărăbuşului,str.,,Ghiroda,"I2,I3",,,,,7025fbbe-79d3-4d53-bb95-264fffe60470
160,Cărturarilor,Cărturarilor,str.,,Stadion,F6,,,,,3b9141c2-d290-41a9-93f8-07243e82c1ac
164,Ceferiştilor,Ceferiştilor,str.,,Steaua,"A10,A11,B10",Ceferiştilor,,,,e5ea77b2-97f8-4812-98bb-179468bee8d5
1260,Centura,Centura,str.,,Lipovei-Armoniei,,,,,,66e9fa76-499e-4666-9457-278721a88e93
167,Cerceilor,Cerceilor,intr.,,Dâmbovita,A8,,,,,12325bd7-7cd4-44d7-b036-472242df93b5
168,Cercului,Cercului,str.,,Fratelia,"C10, C11",Cercului,,,,0155586b-9b6a-4f18-b6d9-6668e0beac46
1235,Cerna,Cerna,str.,,Stadion-Platf.Ind.Buziaş.,"F5, F6",,,,,8a965020-02bc-466d-bbc5-e6e0e6d1b681
1001,Cernăuţi,În Prelungirea Lui I. Flondor-Str. Muntenia,str.,HCJ 23/1993,Bucovina,"B1, B2",,,,,c589ef9f-f00d-4682-894e-8642d69ad626
891,Cetatea Albă,Vistula,str.,HCJ 23/1993,Mehala I,A1,Vistula,Vistula,,Vistula,197b25d3-f03d-47c4-b221-57c485aa1723
171,Cetăţii,Cetăţii,bv.,,Circumv.Bucov.Mehala,"B2,B3,C1,C2",Cetăţii,Cetăţii,,Cetăţii,5babb153-9ac0-4d43-82ac-a081de05895a
170,Cetinei,Cetinei,alee,,Dâmbovita,B7,,,,,9559c9dd-13f1-42cd-9a4e-dd503bdc0faa
109,Cezar Bolliac,Bolliac Cezar,str.,,Tigrului,"G3,G4",Bolliac Cezar,Bolliac Cezar,,Bolliac Cezar,9a9da5ba-16ad-4d14-8a5a-3b89a18e6ae3
244,Charles Darwin,Darwin Charles,str.,,Campus Universitar,"E4, E5",Prota georgevici,Prota georgevici,,Prota georgevici,101302ac-5446-4f2f-88eb-4b75ed051e9b
174,Chevereşului,Chevereşului,str.,,Platf.Ind.C. Buziaşului,I9,,,,,4053d617-c7be-4fb5-a184-c99c1659471d
175,Chimiştilor,Chimiştilor,str.,,Platf.Ind.C. Buziaşului,G6,,,,,3d40d412-1058-43e7-a483-a0a290c48bc3
559,Chişinău,Nedeia,str.,HCJ 23/1993,Blaşcovici,C4,Despotovici,Chişineu,,Chişineu,4a1e756f-0772-4357-aa67-a32f45efa033
176,Chişodei,Chişodei,str.,,Fratelia,"B9,B10, C10",Chişodei,,,,8f809f26-26b9-4435-b6dd-9445888227c3
2256,Cincinat Pavelescu,Intr. Nouă,intr.,HCL 354/2008,Gr. Alexandrescu,,,,,,aa003046-cda4-4476-a9a6-7161960fd25a
178,Ciobanului,Ciobanului,str.,,Blaşcovici,A4,,,,,30cbee10-6846-486f-9d49-2407d44612b8
180,Ciocârliei,Ciocârliei,str.,,Ronaţ,"Z2, Z3, Z4",Ciocârliei,Ciocârliei,,Ciocârliei,0ffabb22-4f66-465f-a395-0cacd27dc6d9
661,Ciprian Porumbescu,Porumbescu Ciprian,str.,,Odobescu-Kiriac-Şireanu,"B7,C7,D6,D7",Porumbescu Ciprian,Porumbescu Ciprian,Porumbescu Ciprian,Porumbescu Ciprian,32befc3a-3df5-46a2-9ff4-04791086a1b9
182,Circumvalaţiunii,Circumvalaţiunii,cale,,"Circumvalaţiunii I-Iv,Blaşc.","C2,C3,C4,D4",Circumvalaţiunii,Circumvalaţiunii,,Circumvalaţiunii,dc5a93c6-c0c6-41ea-a48c-cf070dd34631
183,Cireşului,Cireşului,str.,,Ronaţ,"Z4, Z5",Magdi,Magdi,,Magdi,0befeb61-bfa4-4609-9e36-1513f3f1540f
184,Citadelei,Citadelei,alee,,Dâmbovita,"A7, A8",,,,,f911e852-04a8-4813-8f38-600b6e4ed8ed
2095,Claude Debussy,Str. Nouă,str.,HCL 68/2003,Mureş Muzicescu,,,,,,cc3ab369-cbec-46d2-afe1-bca6db49e050
190,Clăbucet,Clăbucet,str.,,Dâmbovita,"B7,B8",,,,,e2fdc9ce-c08c-4c81-85e6-e9cbb5a230f1
191,Clopotului,Clopotului,intr.,,Dâmbovita,B8,,,,,1315be03-a6ef-41b4-8695-42ad852949dc
192,Cloşca,Cloşca,str.,,"Mehala, Mircea Cel Bătrân","A2, B2, B3",Cloşca,Cloşca,,Cloşca,c53b81c3-0f69-4931-97d8-cc821dc93d40
193,Cluj,Cluj,str.,,"Campus, P-Ţa Crucii, Stad.","E5,E6",Cluj,Cluj,,Cluj,37d9407e-9727-4145-960a-151610db184f
195,Cocorilor,Cocorilor,str.,,Plopi,J5,Kisselef Pavel,,,,00791ce4-6872-44ba-a094-c13d05d0c1a2
196,Cocostârcului,Cocostărcului,str.,,Ghiroda,I2,,,,,1d194151-ab38-4629-b966-087a1325a2ef
197,Cocoşului,Cocoşului,intr.,,Viilor,"E1, F1",,,,,604133f5-4aef-4ef5-bc32-701eedaa82a1
2040,Colonel Enescu,Enescu Colonel,str.,,Centru,"C4, D4",Turin,Turin,,Turin,55ef513e-2ac0-476b-9688-87d8851b5b33
200,Colonia Radio,Colonia Radio,str.,,Câmpului,"H3, H4",,,,,5c50dc69-ac07-4dfe-82ae-7bee16020eb0
2245,Colonia Slavic,,str.,,Câmpului,,,,,,7e4c0418-5d24-42b1-885b-b943d6ef4acf
203,Comăneşti,Comăneşti,str.,,Fabric,F4,Pipoş,Pipoş,,Pipoş,43e0d76a-9f94-40cb-9436-010dde03118f
204,Cometei,Cometei,str.,,Crişan,"H2,H3",Cometei,Cometei,,Cometei,bc480b86-3565-4c1b-9027-9a20a7c08bff
1252,Comoarei,Comoarei,str.,,Ronaţ,"Y4, Y5",,,,,49fbed3c-7ff0-47d5-9b7d-8bfa1d334434
1004,Consiliul Europei,Denumire Nouă,piaţă,HCL 58/1999,"Arad, Circumvalațiunii, Lipovei",D2,,,,,6673145b-a7eb-40eb-b2dd-08e04f69e0f2
124,Constantin Brâncoveanu,Brâncoveanu Constantin,bv.,,Odobescu-Şireanu,"C6, C9",Brâncoveanu C-tin,Brâncoveanu C-tin,,Brâncoveanu C-tin,79ca803b-c3c6-4099-9a08-7a086e38ebc4
161,Constantin Brâncuşi,Cărvunarilor,str.,HCJ 23/1993,Tipografilor,"D3, E3",Goliat,,,,48235451-215a-4a51-b66a-c85549535e87
772,Constantin Brăiloiu,Stegarilor,str.,HCJ 23/1993,C.Martirilor,"E7, E8",,,,,9ae552dc-a9e4-4ee2-867f-dcf04eb1e86f
207,Constantin Cel Mare,Constantin Cel Mare,str.,,Lipovei,"D1, E1, EI",Constantin cel Mare,Constantin cel Mare,,Constantin cel Mare,85c6c542-965b-440a-8606-7512d5442bc5
243,Constantin Daniel,Daniel Constantin,str.,,Andreescu,Z9,,,,,ffa48171-ed07-471e-bcff-c15b1f016634
448,Constantin Diaconovici Loga,Victoriei,bv.,Dec.260/90,Cetate,"D5, E4, E5",Beloianis Nicos,C.D. Loga,C.D. Loga,Loga C.D.,57322032-5e75-408d-b584-6d657d314fc4
689,Constantin Dobrogeanu Gherea,Rădăceanu Lothar,str.,HCJ 23/1993,Miloia,"C9, C10",Rădăceanu Lothar,,,,d26eb39e-27b0-4d43-9a67-fc96521f0fe2
2141,Constantin Iotzu,Str. Nouă,str.,HCJ 5/2000,Lipovei,E11,,,,,dbf27db9-02d5-4e0a-a0a4-b0ebfd099aea
2065,Constantin Miu-Lerca,Str. Nouă,str.,HCL 150/2001,Fosta Piaţa Istria,,,,,,91097ab6-e6ed-49e9-b6a9-5705286ae2df
1007,Constantin Noica,Perp Pe Grofşoreanu,str.,HCJ 23/1993,Odobescu,C6,,,,,3b9cb9b3-e121-4b75-8060-aed00f8c9dae
569,Constantin Nottara,Nottara Constantin,str.,,Slavici,Y10,,,,,97eae874-3733-4cbd-9d1a-450ab0739486
583,Constantin Olănescu,Olănescu Constantin,str.,,Gară,A6,Olănescu,Olănescu,Olănescu,Olănescu,d3187e35-9c4c-4d55-893d-0d26ba13bb4c
1008,Constantin Rădulescu Motru,Radio,str.,HCJ 23/1993,Lipovei Viilor,"E I, E1",Radio,Radio,Radio,Radio,4e865fcc-9b22-495e-aac5-fa7618d4871b
1009,Constantin Silvestri,Gruia Dumitru,str.,,Slavici,Y8,Gruia Dumitru,,,,7ffb0a2b-175f-4e25-949b-63f7d068451b
883,Constantin Stere,Vidu Ion,str.,HCJ 23/1993,Bucovina,C1,,,Vidu Ion,,cca087b9-3361-4842-88b4-06be42f858b9
1012,Constantin Titel Petrescu,Neculuţă Theodor D-Tru,str.,HCJ 23/1993,Fabric,"F3, F4",Neculuţă,Cantacuzino,Cantacuzino,Cantacuzino,04cdac2f-dc4b-4164-b006-e5fed491b66a
208,Constanţa,Constanţa,str.,,Stadion,E6,Constanţa,Constanţa,,Constanţa,ca9c8753-c763-4755-8e47-567269f3fdb2
209,Constructorilor,Constructorilor,bv.,,Buziaşului,,,,,,b15ee973-0cbf-4fbb-a585-032049a1f91e
209,Constructorilor,Constructorilor,str.,,Lipovei,"EII, FII",,,,,e7cc688d-1542-4046-a581-b1d61e4c7a3e
206,Contemporanul,Contemporanul,str.,,Slavici,X 10,Contemporanului,,,,011860c7-d9ee-4acc-87ea-040d9b87c86e
210,Cooperaţiei,Cooperaţiei,str.,,Lipovei,"E I, E1",Simens,,,,73c2b15d-dc83-44d0-8958-aa8206d02674
212,Corbului,Corbului,str.,,Odobescu,"C6, C7",Corbului,Corbului,,Corbului,c0485e1b-8669-408d-8124-8cbc6ee21d76
2132,Corina Irineu,Irineu Corina,str.,,Bogdăneştilor,,,,,,ab9e3441-08f2-4b6e-b805-00624b618def
1013,Coriolan Băran,Giurgiu,str.,HCJ 23/1993,Elisabetin,"D6, C6",Giurgiu,Giurgiu,,Giurgiu,14772713-03e7-4247-b48a-1694abccba88
121,Coriolan Brediceanu,Brediceanu Coriolan,str.,,Piaţa 700,"C4, D4",Brediceanu Coriolan,Brediceanu Coriolan,,Brediceanu Coriolan,2a61114e-0368-473f-b354-769339c7d89e
1014,Cornel Grofşoreanu,Str. Nouă,str.,HCJ 23/1993,Odobescu (Romulus-Odob.),C6,Rădulescu Ion Heliade,Rădulescu Ion Heliade,,Rădulescu Ion Heliade,56b0f176-d618-479e-9030-6d6c3faec071
2076,Cornel Lazăr,Str. Nouă,str.,HCJ 5/2000,Dorobanţilor,"G2, G3",,,,,6939ec4b-29a1-4714-94f5-20ec6a7ed88d
1231,Cornelia Sălceanu,Fagului,str.,HCL188/1997,Campus Universitar,"E4, F4",Fagul,Fagul,,Fagul,3ada959e-7f79-4432-b337-0ad5300c5f0d
59,Corneliu Baba,Rev Din Octombrie 1917,str.,,Andreescu,"Z8, Z9",Rev. Din oct.1917,Rev. Din oct.1917,,,2ed65786-a00a-48e3-bbcb-2224948898b9
938,Corneliu Coposu,Pârvan Vasile,bv.,HCJ 25/1995,Campus Universitar,"E4, E5",,,,,4a00f428-5d1c-4ac5-9918-723b755995e9
564,Corneliu Nepos,Nepos Corneliu,str.,,Ronaţ,Z 5,Nepos,Nepos,Nepos,Nepos,1cb5734e-ce92-4d1f-a93c-e1f16f3d8d39
2280,Corneliu Ursu,Str. Nouă,str.,HCL 477/2009,Torontal După Aeroportul Utilitar,,,,,,18a60b95-ab7e-47f9-befa-80db40c508db
213,Cosminului,Cosminului,str.,,P-Ţa Crucii-C.Martirilor,"D7, E7, E8",Cosminului,Cosminului,,Cosminului,b673be60-ac79-49b7-b581-ab98c018534b
216,Cosmonauţilor,Cosmonauţilor,str.,,Blaşcovici,A4,,,,,d016c891-8056-4906-a0fc-ab9d910deeb2
562,Costache Negruzzi,Negruzzi Costache,str.,,Fabric-Timocului,"F3,G3",Negrizzi,Negrizzi,Negrizzi,Negrizzi,8d1d1ca4-7d1f-40ab-8af7-d5af088d020e
214,Costineşti,Costineşti,str.,,Blaşcovici,B4,Cartago,Cartago,,Cartago,ebb38019-8463-4a02-a98d-3648274c0783
215,Coşarilor,Coşarilor,intr.,,Mehala I,A1,,,,,e37e10f7-8fd6-4380-8e6e-49278ad017fa
218,Cozia,Cozia,str.,,P-Ţa Crucii,"D7, E7, E6",Vasîi Ion,Vasîi Ion,,Vasîi Ion,82462dae-5c3e-48a3-84b2-5ba874c8b51c
219,Craiova,Craiova,str.,,Stadion,E6,Craiova,Craiova,,Craiova,14722d00-70b2-4310-a779-86ced4afee62
227,Crângului,Crângului,intr.,,Spital,E7,,,,,f04f4e4b-2e29-4c85-8c5f-6b9898c71fb8
2179,Crăiţelor,Paralelă Cu Str.Magnoliei,str.,HCL53/2006,Calea Buziaşului,,,,,,a131b536-9457-4e65-a4bf-1ce3ca5bd28e
2196,Cremona,Str. Nouă,str.,HCL53/2006,C.Şagului -Dn59Km7,,,,,,e05689e2-1cdf-4764-bbc2-db07635b6af0
222,Crinului,Crinului,str.,,Modern,H2,Crinul,Crinul,,Crinul,a2a67098-02cc-48b6-b848-966bce3ba132
223,Cristalului,Cristalului,alee,,Soarelui,F8,,,,,8b3af977-a964-46db-9b94-4e6a06330782
224,Crişan,Crişan,str.,,Mehala I,"A2, B2",Crişan,Crişan,,Crişan,95b9b9c1-9946-49a0-88d3-d66359bb045e
225,Crişul,Crişul,str.,,Stadion,"F5, F6",Crişul,Crişul,,Crişul,b0813233-5bd7-408c-8f6a-8a324d6b1678
226,Crivaia,Crivaia,str.,,C.Martirilor,"E8, E9",,,,,a5a2b95c-2c00-4640-b01e-efffc71b3d25
228,Crizantemelor,Crizantemelor,str.,,Iosefin,"A6, A7, B7",,,Cap. A. Donici,,dfa8fbf9-5e3e-47c5-8a03-683e275edcb5
229,Crucii,Crucii,piaţă,,Crucii,D6,Crucii,Crucii,,Crucii,4a38db1c-9e01-48c5-a13f-648a53438195
231,Cucului,Cucului,intr.,,Dâmboviţa,"B8, B9",,,,,9175b969-e259-4d0e-b29b-b35843724b09
232,Cugir,Cugir,str.,,Aradului Vest,CI,,,,,b94171bb-6bf6-4191-8dea-eaa2ca8df2c0
234,Curcubeului,Curcubeului,intr.,,Dâmboviţa,B 6,,,,,af438f44-9b73-4b27-a037-02361feca133
235,Cutezătorilor,Cutezătorilor,alee,,Dâmboviţa,"A8, B8",,,,,e5c390aa-4ffa-4a1d-baca-96e26d9c24ef
236,Cuvin,Cuvin,str.,,Campus Universitar,F4,Cuvin,Cuvin,,Kevin,f25533a7-ee2d-436e-98fa-7a916dbd1b95
501,D. Mendeleev,Mendeleev D.,str.,,Circumvalaţiunii I,"B3,C3,C4",Mendeleev,Mendeleev,Mendeleev,Mendeleev,ad531f73-f46a-4d1a-b7cd-7d2a9b24393f
238,Dacilor,Dacilor,str.,,Fabric,"F3, G3",Dacilor,Dacilor,,Dacilor,2527779c-2955-48b1-9a6f-944e8f54b868
2152,Dafinului,Str Nouă,str.,HCL 57/2004,Calea Buziaşului,,,,,,4e6515f3-a7b6-4994-b672-cf21a0c28f48
2152,Dafinului,Prelungire Str. Dafinului,str.,HCL 354/2008,Calea Buziaşului,,,,,,f8b883e3-5bae-4ddb-ade0-c5c4ef6d14bd
239,Daliei,Daliei,str.,,Campus Universitar,"E5, F5",Pop Nicolae,Nero,,Nero,199cf4f0-962d-4d0b-bd1d-60a89ec60987
108,Damaschin Bojincă,Bojinca Damaschin,str.,,Z.Odobescu,C7,Bojincă Damaschin,Bojincă Damaschin,,Bojincă Damaschin,2ae4c9fd-d5c7-450a-bd9e-2c9ad4e25797
264,Dâmboviţa,Dâmboviţa,bv.,,Dâmboviţa,"A7, A8",Cristea Nicolae,Clemenceau,,Clemenceau,ae1a72b9-93d0-4cc3-a866-a8429406e29f
241,Dan Căpitan,Dan Căpitan,str.,,Blaşcovici,"A3,A4,B3,B4",Dan Căpitan,Dan Căpitan,,Dan Căpitan,08a9a6d9-d0c9-47fe-855a-25d2947937ed
248,Dej,Dej,str.,,Aradului Vest,CI,Dej,,,,8cd254bc-6122-44d0-a566-38c4d1ad18cc
250,Delfinului,Delfinului,str.,,Campus Universitar,"E5, F5",Delfinului,Delfinului,,Delfinului,677fbbae-cb44-48e5-b36c-d9f427b60a63
251,Deliblata,Deliblata,str.,,Stadion,"F5, F6",Deliblata,Deliblata,,Deliblata,5ed5875d-33f6-4786-8f0a-9fbdb30c73f5
252,Delineşti,Delineşti,str.,,Plopi,I4,Mosze,,,,45a5fae0-5403-46fc-b12a-c07461a9f5fa
252,Delineşti,Bistrei,str.,HCL 182/2007,"Plopi-R.Walter,Câmpului",,,,,,3fa3606f-c440-4d66-9364-c572f6680f53
2284,Deliu Petroiu,Str. Nouă,str.,HCL 256/2010,Steaua-Fratelia,,,,,,487167ff-e4d8-4a8e-9633-14b7ebc12622
1015,Deportaţii Din Bărăgan,Din P.Domăşn.-M.Cel Bătrân,str.,HCJ 23/1993,Mircea Cel Bătrân,B3,str. nouă,,,,677b190b-d0e8-43ab-80f7-bd5e73cd8c92
255,Deta,Deta,str.,,Plopi,I4,Deta,,,,6ba08a33-e271-4031-8dc4-3c642f9b28c9
258,Diaconul Coresi,De La Martir L.Csimarik Până La C.Martirilor,str.,,Fosta Cazane-C Martirilor,"D7,E6",Coresi Diaconul,Coresi Diaconul,,Coresi Diaconul,2fad7fbc-af95-4505-bf0a-088a0edac6da
2210,Diamandi Constantin,Str. Nouă,str.,HCL53/2006,Torontal,,,,,,f4a69ab6-d024-496f-8f03-2be5ddcd4774
259,Diana,Diana,str.,,Stadion,E6,Diana,Diana,,Diana,35e6d535-387f-4838-aff8-4638c7942535
261,Dimineţii,Dimineţii,str.,,Fratelia,"C10, D10",Dimineţii,,,,a3005821-a5c0-4c1b-ae53-ab322fc00c71
110,Dimitrie Bolintineanu,Bolintineanu Dimitrie,str.,,Iosefin,B5,Bolintineanu Dimitrie,Bolintineanu Dimitrie,,Bolintineanu Dimitrie,3084ea00-e23f-469e-937f-6db20538812a
140,Dimitrie Cantemir,Cantemir Dimitrie,str.,,Cetate,E 8,Dimitrie Cantemir,Dimitrie Cantemir,,Dimitrie Cantemir,8b809dab-aa5d-4909-9c9f-aa5b3175c99d
262,Dimitrie Dinicu,Dinicu Dimitrie,str.,,Ciarda Roşie,"H10, C10",Dinicu Dimitrie,,,,5ce361e2-8ca2-46c5-a30f-5d32cb039aa0
262,Dimitrie Dinicu,Str. Nouă În Prelungirea Str D. Dinicu,str.,HCL53/2006,Ciarda Roşie,I9,,,,,f3a0a4b0-f92d-48fb-90b2-6f67ba5d3b70
262,Dimitrie Dinicu,Str. Nouă,str.,HCL 57/2002,Urseni-Legumiculturii,I10,,,,,ecaf34e4-d073-4eaf-891c-f9346b0d2445
596,Dimitrie Paciurea,Paciurea Dimitrie,str.,,Medicinei,"E3, E4",Crinul,Prefect Buteanu,Prefect Buteanu,Crinul,0ad3fd0c-294c-46dc-a77e-c87819274128
2260,Dimitrie Stan,Str. Nouă,str.,HCL 355/2008,Freidorf,,,,,,9134623c-3251-4266-886e-aeb7980e6713
657,Dinu Lipatti,Popa Laurenţiu Suceava-Zenit,str.,HCJ 23/1993,Circumv. I,"B3, C3",Popa Laurenţiu,Pilatus,Pilatus,Pilatus,e6cf3c2b-cb8c-41b1-a173-2b573e8da45b
2215,Diplich Hans,Intr. Nouă,intr.,HCL 182/2007,"Plopi-R.Walter,Câmpului",,,,,,1dacd684-6179-4dea-b06f-6e26dd3772c1
386,Divizia 9 Cavalerie,Ialomiţa,str.,,"Antene, Lipovei, Viilor","D1,E1,E2",Jandarmilor,Jandarmilor,,Jandarmilor,03e758d4-7c4d-49cf-91cb-ccc26e27f847
265,Doamna Chiajna,Doamna Chiajna,str.,,Blaşcovici,C4,Doamna Chiajna,Doamna Chiajna,,Doamna Chiajna,f28f85f9-809c-4cb2-b77e-1eff8ffde321
266,Dobrogea,Dobrogea,str.,,Platf.Ind.Umt,G10,,,,,1250c118-8144-4344-85dc-a738fe3b8997
269,Doinei,Doinei,intr.,,Oituz,D3,,,,,6be8b7b1-4eac-4c37-823b-7b6f07ea45c7
2261,Domogled,Intr. Nouă,intr.,HCL 355/2008,Freidorf,,,,,,747925e7-4952-4480-8066-7c0b028d6586
2265,Dorin Teodorescu,Str. Nouă,str.,HCL 185/2009,Ghiroda,,,,,,449e8e09-04ab-4d59-93dc-6f720a6dfc75
272,Dornei,Dornei,str.,,Circumvalaţiunii I,"C3, C4",,,,,4f58f125-c84f-4da5-84e5-bff6ba2b7594
273,Dorobanţilor,Dorobanţilor,cale,,Modern,"G1, G2, H1",C.Dorobanţilor,C.Dorobanţilor,,C.Dorobanţilor,92c8b8b0-df7c-4981-8d77-e131caaaca31
2013,Dositej Obradovici,Lebedei,str.,HCJ 23/1993,C.Martirilor,D8,,,,,31ba7d64-8cdf-4b17-a3e1-82902544a831
576,Dr. Alexandru Martha,Odobeşti,str.,HCJ 23/1993,Medicinei,E3,Odobeşti,Odobeşti,Odobeşti,Odobeşti,fffd5d13-48b6-4ed4-9657-eeb18b4deaf3
1019,Dr. Aurel Cândea,Triumfului,str.,HCJ 23/1993,Piaţa Crucii,D6,Triumfului,Triumfului,,Triumfului,1993f478-a33d-4f28-ab3c-4a3f55f13811
2182,Dr. Ernest Neumann,Str. Nouă,str.,HCL53/2006,Torontal,,,,,,1fa43c12-7a6e-4fe2-b44b-a10a7854b756
